,Texto,Clase
4754,"The Later Stone Age (LSA, sometimes also called the Late Stone Age) refers to a period in African prehistory. Its beginnings are roughly contemporaneous with the European Upper Paleolithic. It lasts until historical times and this includes cultures corresponding to Mesolithic and Neolithic in other regions.
",5
4755,"Stone tools were made from a variety of stones. For example, flint and chert were shaped (or chipped) for use as cutting tools and weapons, while basalt and sandstone were used for ground stone tools, such as quern-stones. Wood, bone, shell, antler (deer) and other materials were widely used, as well. During the most recent part of the period, sediments (such as clay) were used to make pottery. Agriculture was developed and certain animals were domesticated as well.
",5
4756,"Some species of non-primates are able to use stone tools, such as the sea otter, which breaks abalone shells with them. Primates can both use and manufacture stone tools. This combination of abilities is more marked in apes and men, but only men, or more generally Hominans, depend on tool use for survival.[68] The key anatomical and behavioral features required for tool manufacture, which are possessed only by Hominans, are the larger thumb and the ability to hold by means of an assortment of grips.[69]
",5
4757,"Food sources of the Palaeolithic hunter-gatherers were wild plants and animals harvested from the environment. They liked animal organ meats, including the livers, kidneys and brains. Large seeded legumes were part of the human diet long before the agricultural revolution, as is evident from archaeobotanical finds from the Mousterian layers of Kebara Cave, in Israel.[70] Moreover, recent evidence indicates that humans processed and consumed wild cereal grains as far back as 23,000 years ago in the Upper Paleolithic.[71]
",5
4758,"Near the end of the Wisconsin glaciation, 15,000 to 9,000 years ago, mass extinction of Megafauna such as the woolly mammoth occurred in Asia, Europe, North America and Australia. This was the first Holocene extinction event. It possibly forced modification in the dietary habits of the humans of that age and with the emergence of agricultural practices, plant-based foods also became a regular part of the diet. A number of factors have been suggested for the extinction: certainly over-hunting, but also deforestation and climate change.[72] The net effect was to fragment the vast ranges required by the large animals and extinguish them piecemeal in each fragment.
",5
4759,"Around 2 million years ago, Homo habilis is believed to have constructed the first man-made structure in East Africa, consisting of simple arrangements of stones to hold branches of trees in position. A similar stone circular arrangement believed to be around 380,000 years old was discovered at Terra Amata, near Nice, France. (Concerns about the dating have been raised, see Terra Amata). Several human habitats dating back to the Stone Age have been discovered around the globe, including:
",5
4760,"Prehistoric art is visible in the artifacts. Prehistoric music is inferred from found instruments, while parietal art can be found on rocks of any kind. The latter are petroglyphs and rock paintings. The art may or may not have had a religious function.[73]
",5
4761,"Petroglyphs appeared in the Neolithic. A Petroglyph is an intaglio abstract or symbolic image engraved on natural stone by various methods, usually by prehistoric peoples. They were a dominant form of pre-writing symbols. Petroglyphs have been discovered in different parts of the world, including Australia (Sydney rock engravings), Asia (Bhimbetka, India), North America (Death Valley National Park), South America (Cumbe Mayo, Peru), and Europe (Finnmark, Norway).
",5
4762,"In paleolithic times, mostly animals were painted, in theory ones that were used as food or represented strength, such as the rhinoceros or large cats (as in the Chauvet Cave). Signs such as dots were sometimes drawn. Rare human representations include handprints and half-human/half-animal figures. The Cave of Chauvet in the Ardèche département, France, contains the most important cave paintings of the paleolithic era,[74] dating from about 36,000 BCE.[75][76] The Altamira cave paintings in Spain were done 14,000 to 12,000 BCE and show, among others, bisons. The hall of bulls in Lascaux, Dordogne, France, dates from about 15,000 to 10,000 BCE.
",5
4763,"The meaning of many of these paintings remains unknown. They may have been used for seasonal rituals. The animals are accompanied by signs that suggest a possible magic use. Arrow-like symbols in Lascaux are sometimes interpreted as calendar or almanac use, but the evidence remains interpretative.[77]
",5
4764,"Some scenes of the Mesolithic, however, can be typed and therefore, judging from their various modifications, are fairly clear. One of these is the battle scene between organized bands of archers. For example, ""the marching Warriors"", a rock painting at Cingle de la Mola, Castellón in Spain, dated to about 7,000–4,000 BCE, depicts about 50 bowmen in two groups marching or running in step toward each other, each man carrying a bow in one hand and a fistful of arrows in the other. A file of five men leads one band, one of whom is a figure with a ""high crowned hat"".
",5
4765,"In other scenes elsewhere, the men wear head-dresses and knee ornaments but otherwise fight nude. Some scenes depict the dead and wounded, bristling with arrows.[78] One is reminded of Ötzi the Iceman, a Copper Age mummy revealed by an Alpine melting glacier, who collapsed from loss of blood due to an arrow wound in the back.
",5
4766,"Modern studies and the in-depth analysis of finds dating from the Stone Age indicate certain rituals and beliefs of the people in those prehistoric times. It is now believed that activities of the Stone Age humans went beyond the immediate requirements of procuring food, body coverings, and shelters. Specific rites relating to death and burial were practiced, though certainly differing in style and execution between cultures.[citation needed]
",5
4767,"The image of the caveman is commonly associated with the Stone Age. For example, a 2003 documentary series showing the evolution of humans through the Stone Age was called Walking with Cavemen, but only the last programme showed humans living in caves. While the idea that human beings and dinosaurs coexisted is sometimes portrayed in popular culture in cartoons, films and computer games, such as The Flintstones, One Million Years B.C. and Chuck Rock, the notion of hominids and non-avian dinosaurs co-existing is not supported by any scientific evidence.
",5
4768,"Other depictions of the Stone Age include the best-selling Earth's Children series of books by Jean M. Auel, which are set in the Paleolithic and are loosely based on archaeological and anthropological findings.
",5
4769,"The 1981 film Quest for Fire by Jean-Jacques Annaud tells the story of a group of early homo sapiens searching for their lost fire. A 21st-century series, Chronicles of Ancient Darkness by Michelle Paver tells of two New Stone Age children fighting to fulfil a prophecy and save their clan.
",5
4770,"
",5
4771,"Africa, Near East (c. 3300–1200 BC)",5
4772,Indian subcontinent (c. 3300–1200 BC),5
4773,Europe (c. 3200–600 BC),5
4774,Eurasia and Siberia (c. 2700–700 BC),5
4775,East Asia (c. 3100–300 BC),5
4776,"The Bronze Age is a prehistoric period that was characterized by the use of bronze, in some areas proto-writing, and other early features of urban civilization. The Bronze Age is the second principal period of the three-age Stone-Bronze-Iron system, as proposed in modern times by Christian Jürgensen Thomsen, for classifying and studying ancient societies.
",5
4777,"An ancient civilization is defined to be in the Bronze Age either by producing bronze by smelting its own copper and alloying with tin, arsenic, or other metals, or by trading for bronze from production areas elsewhere. Bronze itself is harder and more durable than other metals available at the time, allowing Bronze Age civilizations to gain a technological advantage.
",5
4778,"While terrestrial iron is naturally abundant, its high melting point of 1,538 °C (2,800 °F) placed it out of reach of common use until the end of the second millennium BC. Tin's low melting point of 231.9 °C (449.4 °F) and copper's relatively moderate melting point of 1,085 °C (1,985 °F) placed them within the capabilities of the Neolithic pottery kilns, which date back to 6000 BC and were able to produce temperatures greater than 900 °C (1,650 °F).[1] Copper-tin ores are rare, as reflected in the fact that there were no tin bronzes in Western Asia before trading in bronze began in the third millennium BC. Worldwide, the Bronze Age generally followed the Neolithic period, with the Chalcolithic serving as a transition.
",5
4779,"Bronze Age cultures differed in their development of the first writing. According to archaeological evidence, cultures in Mesopotamia (cuneiform script) and Egypt (hieroglyphs) developed the earliest practical writing systems.
",5
4780,"The overall period is characterized by widespread use of bronze, though the place and time of the introduction and development of bronze technology were not universally synchronous.[2] Human-made tin bronze technology requires set production techniques. Tin must be mined (mainly as the tin ore cassiterite) and smelted separately, then added to hot copper to make bronze alloy. The Bronze Age was a time of extensive use of metals and of developing trade networks (See Tin sources and trade in ancient times). A 2013 report suggests that the earliest tin-alloy bronze dates to the mid-5th millennium BC in a Vinča culture site in Pločnik (Serbia), although this culture is not conventionally considered part of the Bronze Age.[3] The dating of the foil has been disputed.[4][5]
",5
4781,"Western Asia and the Near East were the first regions to enter the Bronze Age, which began with the rise of the Mesopotamian civilization of Sumer in the mid 4th millennium BC. Cultures in the ancient Near East (often called one of ""the cradles of civilization"") practiced intensive year-round agriculture, developed writing systems, invented the potter's wheel, created centralized governments (usually in form of hereditary monarchies), written law codes, city-states and nation-states and empires, embarked on advanced architectural projects, introduced social stratification, economic and civil administration, slavery, and practiced organized warfare, medicine and religion. Societies in the region laid the foundations for astronomy, mathematics and astrology.

",5
4782,"The Bronze Age in the Near East can be conveniently divided into Early, Middle and Late periods.  The dates and phases below are solely applicable to the Near East and thus not applicable universally.[6][7][8]
",5
4783,"3300–2100 BC
",5
4784,"2100–1550 BC
",5
4785,"1550–1200 BC
",5
4786,"The Hittite Empire was established in Hattusa in northern Anatolia from the 18th century BC. In the 14th century BC, the Hittite Kingdom was at its height, encompassing central Anatolia, southwestern Syria as far as Ugarit, and upper Mesopotamia. After 1180 BC, amid general turmoil in the Levant conjectured to have been associated with the sudden arrival of the Sea Peoples,[9][10] the kingdom disintegrated into several independent ""Neo-Hittite"" city-states, some of which survived until as late as the 8th century BC.
",5
4787,"Arzawa in Western Anatolia during the second half of the second millennium BC likely extended along southern Anatolia in a belt that reaches from near the Turkish Lakes Region to the Aegean coast. Arzawa was the western neighbor – sometimes a rival and sometimes a vassal – of the Middle and New Hittite Kingdoms.
",5
4788,"The Assuwa league was a confederation of states in western Anatolia that was defeated by the Hittites under an earlier Tudhaliya I, around 1400 BC. Arzawa has been associated with the much more obscure Assuwa generally located to its north. It probably bordered it, and may even be an alternative term for it (at least during some periods).
",5
4789,"In Ancient Egypt, the Bronze Age begins in the Protodynastic period, c. 3150 BC. The archaic Early Bronze Age of Egypt, known as the Early Dynastic Period of Egypt,[11][12] immediately follows the unification of Lower and Upper Egypt, c. 3100 BC. It is generally taken to include the First and Second Dynasties, lasting from the Protodynastic Period of Egypt until about 2686 BC, or the beginning of the Old Kingdom. With the First Dynasty, the capital moved from Abydos to Memphis with a unified Egypt ruled by an Egyptian god-king. Abydos remained the major holy land in the south. The hallmarks of ancient Egyptian civilization, such as art, architecture and many aspects of religion, took shape during the Early Dynastic Period. Memphis in the Early Bronze Age was the largest city of the time.
The Old Kingdom of the regional Bronze Age[11] is the name given to the period in the 3rd millennium BC when Egypt attained its first continuous peak of civilization in complexity and achievement – the first of three ""Kingdom"" periods, which mark the high points of civilization in the lower Nile Valley (the others being Middle Kingdom and the New Kingdom).
",5
4790,"The First Intermediate Period of Egypt,[13] often described as a ""dark period"" in ancient Egyptian history, spanned about 100 years after the end of the Old Kingdom from about 2181 to 2055 BC. Very little monumental evidence survives from this period, especially from the early part of it. The First Intermediate Period was a dynamic time when the rule of Egypt was roughly divided between two competing for power bases: Heracleopolis in Lower Egypt and Thebes in Upper Egypt. These two kingdoms would eventually come into conflict, with the Theban kings conquering the north, resulting in the reunification of Egypt under a single ruler during the second part of the 11th Dynasty.
",5
4791,"The Middle Kingdom of Egypt lasted from 2055 to 1650 BC. During this period, the Osiris funerary cult rose to dominate Egyptian popular religion. The period comprises two phases: the 11th Dynasty, which ruled from Thebes and the 12th[14] and 13th Dynasties centered on el-Lisht. The unified kingdom was previously considered to comprise the 11th and 12th Dynasties, but historians now at least partially consider the 13th Dynasty to belong to the Middle Kingdom.
",5
4792,"During the Second Intermediate Period,[15] Ancient Egypt fell into disarray for a second time, between the end of the Middle Kingdom and the start of the New Kingdom. It is best known for the Hyksos, whose reign comprised the 15th and 16th dynasties. The Hyksos first appeared in Egypt during the 11th Dynasty, began their climb to power in the 13th Dynasty, and emerged from the Second Intermediate Period in control of Avaris and the Delta. By the 15th Dynasty, they ruled lower Egypt, and they were expelled at the end of the 17th Dynasty.
",5
4793,"The New Kingdom of Egypt, also referred to as the Egyptian Empire, lasted from the 16th to the 11th century BC. The New Kingdom followed the Second Intermediate Period and was succeeded by the Third Intermediate Period. It was Egypt's most prosperous time and marked the peak of Egypt's power. The later New Kingdom, i.e. the 19th and 20th Dynasties (1292–1069 BC), is also known as the Ramesside period, after the eleven pharaohs that took the name of Ramesses.
",5
4794,"Elam was a pre-Iranian ancient civilization located to the east of Mesopotamia. In the Old Elamite period (Middle Bronze Age), Elam consisted of kingdoms on the Iranian Plateau, centered in Anshan, and from the mid-2nd millennium BC, it was centered in Susa in the Khuzestan lowlands. Its culture played a crucial role in the Gutian Empire and especially during the Iranian Achaemenid dynasty that succeeded it.
",5
4795,"The Oxus civilization[16] was a Bronze Age Central Asian culture dated to c. 2300–1700 BC and centered on the upper Amu Darya (Oxus). In the Early Bronze Age, the culture of the Kopet Dag oases and Altyndepe developed a proto-urban society. This corresponds to level IV at Namazga-Tepe. Altyndepe was a major center even then. Pottery was wheel-turned. Grapes were grown. The height of this urban development was reached in the Middle Bronze Age c. 2300 BC, corresponding to level V at Namazga-Depe.[17] This Bronze Age culture is called the Bactria–Margiana Archaeological Complex (BMAC).
",5
4796,"The Kulli culture,[18][19] similar to those of the Indus Valley Civilisation, was located in southern Balochistan (Gedrosia) c. 2500–2000 BC. Agriculture was the economic base of these people. At several places, dams were found, providing evidence for a highly developed water management system.
",5
4797,"Konar Sandal is associated with the hypothesized ""Jiroft culture"", a 3rd-millennium-BC culture postulated based on a collection of artifacts confiscated in 2001.
",5
4798,"In modern scholarship, the chronology of the Bronze Age Levant is divided into Early/Proto Syrian; corresponding to the Early Bronze. Old Syrian; corresponding to the Middle Bronze. Middle Syrian; corresponding to the Late Bronze. The term Neo-Syria is used to designate the early Iron Age.[20]
",5
4799,"The old Syrian period was dominated by the Eblaite first kingdom, Nagar and the Mariote second kingdom. The Akkadians conquered large areas of the Levant and were followed by the Amorite kingdoms, c. 2000–1600 BC, which arose in Mari, Yamhad, Qatna, Assyria.[21] From the 15th century BC onward, the term Amurru is usually applied to the region extending north of Canaan as far as Kadesh on the Orontes River.
",5
4800,"The earliest known Ugaritic contact with Egypt (and the first exact dating of Ugaritic civilization) comes from a carnelian bead identified with the Middle Kingdom pharaoh Senusret I, 1971–1926 BC. A stela and a statuette from the Egyptian pharaohs Senusret III and Amenemhet III have also been found. However, it is unclear at what time these monuments got to Ugarit. In the Amarna letters, messages from Ugarit c. 1350 BC written by Ammittamru I, Niqmaddu II, and his queen, were discovered. From the 16th to the 13th century BC, Ugarit remained in constant touch with Egypt and Cyprus (named Alashiya).
",5
4801,"The Mitanni was a loosely organized state in northern Syria and south-east Anatolia from c. 1500–1300 BC. Founded by an Indo-Aryan ruling class that governed a predominantly Hurrian population, Mitanni came to be a regional power after the Hittite destruction of Kassite Babylon created a power vacuum in Mesopotamia. At its beginning, Mitanni's major rival was Egypt under the Thutmosids. However, with the ascent of the Hittite empire, Mitanni and Egypt allied to protect their mutual interests from the threat of Hittite domination. At the height of its power, during the 14th century BC, it had outposts centered on its capital, Washukanni, which archaeologists have located on the headwaters of the Khabur River. Eventually, Mitanni succumbed to Hittite, and later Assyrian attacks, and was reduced to a province of the Middle Assyrian Empire.
",5
4802,"The Israelites were an ancient Semitic-speaking people of the Ancient Near East who inhabited part of Canaan during the tribal and monarchic periods (15th to 6th centuries BC),[22][23][24][25][26] and lived in the region in smaller numbers after the fall of the monarchy. The name ""Israel"" first appears c. 1209 BC, at the end of the Late Bronze Age and the very beginning of the Iron Age, on the Merneptah Stele raised by the Egyptian pharaoh Merneptah.
",5
4803,"The Arameans were a Northwest Semitic semi-nomadic and pastoralist people who originated in what is now modern Syria (Biblical Aram) during the Late Bronze Age and the early Iron Age. Large groups migrated to Mesopotamia, where they intermingled with the native Akkadian (Assyrian and Babylonian) population. The Aramaeans never had a unified empire; they were divided into independent kingdoms all across the Near East. After the Bronze Age collapse, their political influence was confined to many Syro-Hittite states, which were entirely absorbed into the Neo-Assyrian Empire by the 8th century BC.
",5
4804,"The Mesopotamian Bronze Age began about 3500 BC and ended with the Kassite period (c. 1500 BC – c. 1155 BC). The usual tripartite division into an Early, Middle and Late Bronze Age is not used. Instead, a division primarily based on art-historical and historical characteristics is more common.
",5
4805,"The cities of the Ancient Near East housed several tens of thousands of people. Ur, Kish, Isin, Larsa and Nippur in the Middle Bronze Age and Babylon, Calah and Assur in the Late Bronze Age similarly had large populations. The Akkadian Empire (2335–2154 BC) became the dominant power in the region, and after its fall the Sumerians enjoyed a renaissance with the Neo-Sumerian Empire. Assyria was extant from as early as the 25th century BC, and became a regional power with the Old Assyrian Empire (c. 2025–1750 BC). The earliest mention of Babylon (then a small administrative town) appears on a tablet from the reign of Sargon of Akkad in the 23rd century BC. The Amorite dynasty established the city-state of Babylon in the 19th century BC. Over 100 years later, it briefly took over the other city-states and formed the short-lived First Babylonian Empire during what is also called the Old Babylonian Period. Akkad, Assyria, and Babylonia all used the written East Semitic Akkadian language for official use and as a spoken language. By that time, the Sumerian language was no longer spoken, but was still in religious use in Assyria and Babylonia, and would remain so until the 1st century AD. The Akkadian and Sumerian traditions played a major role in later Assyrian and Babylonian culture, even though Babylonia (unlike the more militarily powerful Assyria) itself was founded by non-native Amorites and often ruled by other non-indigenous peoples, such as Kassites, Arameans and Chaldeans, as well as its Assyrian neighbors.
",5
4806,"The Bactria–Margiana Archaeological Complex (BMAC), also known as the Oxus civilization was a Bronze Age civilization in Central Asia, dated to c. 2400–1600 BC,[27] located in present-day northern Afghanistan, eastern Turkmenistan, southern Uzbekistan and western Tajikistan, centred on the upper Amu Darya (Oxus River). Its sites were discovered and named by the Soviet archaeologist Viktor Sarianidi (1976). Bactria was the Greek name for the area of Bactra (modern Balkh), in what is now northern Afghanistan, and Margiana was the Greek name for the Persian satrapy of Marguš, the capital of which was Merv, in modern-day southeastern Turkmenistan.
",5
4807,"According to recent studies [28] the BMAC was not a primary contributor to later South-Asian genetics.
",5
4808,"The Altai Mountains in what is now southern Russia and central Mongolia have been identified as the point of origin of a cultural enigma termed the Seima-Turbino Phenomenon.[29] It is conjectured that changes in climate in this region around 2000 BC and the ensuing ecological, economic and political changes triggered a rapid and massive migration westward into northeast Europe, eastward into China and southward into Vietnam and Thailand
[30] across a frontier of some 4,000 miles.[29] This migration took place in just five to six generations and led to peoples from Finland in the west to Thailand in the east employing the same metal working technology and, in some areas, horse breeding and riding.[29] It is further conjectured that the same migrations spread the Uralic group of languages across Europe and Asia: some 39 languages of this group are still extant, including Hungarian, Finnish and Estonian.[29] However, recent genetic testings of sites in south Siberia and Kazakhstan (Andronovo horizon) would rather support a spreading of the bronze technology via Indo-European migrations eastwards, as this technology was well known for quite a while in western regions.[31][32]
",5
4809,"In China, the earliest bronze artifacts have been found in the Majiayao culture site (between 3100 and 2700 BC).[33][34]
",5
4810,"The term ""Bronze Age"" has been transferred to the archaeology of China from that of Western Eurasia, and there is no consensus or universally used convention delimiting the ""Bronze Age"" in the context of Chinese prehistory.[35]
",5
4811,"By convention, the ""Early Bronze Age"" in China is sometimes taken as equivalent to the ""Shang dynasty"" period of Chinese prehistory (16th to 11th centuries BC),[36] and the ""Later Bronze Age"" as equivalent to the ""Zhou dynasty"" period (11th to 3rd centuries BC, from the 5th century, also dubbed ""Iron Age""), although there is an argument to be made that the ""Bronze Age"" proper never ended in China, as there is no recognizable transition to an ""Iron Age"".[37] Significantly, together with the jade art that precedes it, bronze was seen as a ""fine"" material for ritual art when compared with iron or stone, stone artifacts only becoming popular for tombs during the Han on probable Indian influence (replacing wooden temple in that instance).[38]
",5
4812,"Bronze metallurgy in China originated in what is referred to as the Erlitou (Wade–Giles: Erh-li-t'ou) period, which some historians argue places it within the range of dates controlled by the Shang dynasty.[39] Others believe the Erlitou sites belong to the preceding Xia (Wade–Giles: Hsia) dynasty.[40] The U.S. National Gallery of Art defines the Chinese Bronze Age as the ""period between about 2000 BC and 771 BC,"" a period that begins with the Erlitou culture and ends abruptly with the disintegration of Western Zhou rule.[41]
",5
4813,"While there may be a reason to believe that bronze work developed inside China separately from outside influence,[42] the discovery of Europoid mummies in Xinjiang suggests a possible route of transmission from the West beginning in the early second millennium BC.[43] This is, however, still just speculation since there is a lack of direct evidence. A few human mummies alone cannot provide sufficient explanation of metallurgy transmission. Furthermore, the oldest bronze objects found in China so far were discovered at the Majiayao site in Gansu rather than Xinjiang[44]
",5
4814,"The Shang dynasty (also known as the Yin dynasty)[45] of the Yellow River Valley rose to power after the Xia dynasty around 1600 BC. While some direct information about the Shang dynasty comes from Shang-era inscriptions on bronze artifacts, most comes from oracle bones – turtle shells, cattle scapulae, or other bones – which bear glyphs that form the first significant corpus of recorded Chinese characters.
",5
4815,"Iron is found from the Zhou dynasty, but its use is minimal. Chinese literature dating to the 6th century BC attests knowledge of iron smelting, yet bronze continues to occupy the seat of significance in the archaeological and historical record for some time after this.[46] Historian W.C. White argues that iron did not supplant bronze ""at any period before the end of the Zhou dynasty (256 BC)"" and that bronze vessels make up the majority of metal vessels through the Later Han period, or to 221 BC [sic?].[47]
",5
4816,"The Chinese bronze artifacts generally are either utilitarian, like spear points or adze heads, or ""ritual bronzes"", which are more elaborate versions in precious materials of everyday vessels, as well as tools and weapons. Examples are the numerous large sacrificial tripods known as dings in Chinese; there are many other distinct shapes. Surviving identified Chinese ritual bronzes tend to be highly decorated, often with the taotie motif, which involves highly stylized animal faces. These appear in three main motif types: those of demons, of symbolic animals, and abstract symbols.[48] Many large bronzes also bear cast inscriptions that are the great bulk of the surviving body of early Chinese writing and have helped historians and archaeologists piece together the history of China, especially during the Zhou dynasty (1046–256 BC).
",5
4817,"The bronzes of the Western Zhou dynasty document large portions of history not found in the extant texts that were often composed by persons of varying rank and possibly even social class. Further, the medium of cast bronze lends the record they preserve a permanence not enjoyed by manuscripts.[49] These inscriptions can commonly be subdivided into four parts: a reference to the date and place, the naming of the event commemorated, the list of gifts given to the artisan in exchange for the bronze, and a dedication.[50] The relative points of reference these vessels provide have enabled historians to place most of the vessels within a certain time frame of the Western Zhou period, allowing them to trace the evolution of the vessels and the events they record.[51]
",5
4818,"Bronze artifacts from Daegok-ri, Hwasun, Korea
",5
4819,"The beginning of the Bronze Age on the peninsula is around 1000–800 BC.[52][53] Although the Korean Bronze Age culture derives from the Liaoning and Manchuria, it exhibits unique typology and styles, especially in ritual objects.[54]
",5
4820,"The Mumun pottery period is named after the Korean name for undecorated or plain cooking and storage vessels that form a large part of the pottery assemblage over the entire length of the period, but especially 850–550 BC. The Mumun period is known for the origins of intensive agriculture and complex societies in both the Korean Peninsula and the Japanese Archipelago.
",5
4821,"The Middle Mumun pottery period culture of the southern Korean Peninsula gradually adopted bronze production (c. 700–600? BC) after a period when Liaoning-style bronze daggers and other bronze artifacts were exchanged as far as the interior part of the Southern Peninsula (c. 900–700 BC). The bronze daggers lent prestige and authority to the personages who wielded and were buried with them in high-status megalithic burials at south-coastal centers such as the Igeum-dong site. Bronze was an important element in ceremonies and as for mortuary offerings until 100.
",5
4822,"2nd century BC Yayoi dōtaku bronze bell.
",5
4823,"2nd century BC Yayoi bronze spearhead.
",5
4824,"The Japanese archipelago experienced the introduction of bronze during the beginning of the Early Yayoi period (≈300 BC), which saw the introduction of metalworking and agricultural practices brought in by settlers arriving from the continent. Bronze and iron smelting techniques spread to the Japanese archipelago through contact with other ancient East Asian civilizations, particularly immigration and trade from the Korean peninsula and ancient Mainland China. Iron was mainly used for agricultural and other tools, whereas ritual and ceremonial artifacts were mainly made of bronze.
",5
4825,"The Bronze Age on the Indian subcontinent began around 3300 BC with the beginning of the Indus Valley civilization. Inhabitants of the Indus Valley, the Harappans, developed new techniques in metallurgy and produced copper, bronze, lead and tin. The Late Harappan culture, which dates from 1900–1400 BC, overlapped the transition from the Bronze Age to the Iron Age; thus it is difficult to date this transition accurately. It has been claimed that a 6,000 year old copper amulet manufactured in Mehrgarh in the shape of wheel spoke is the earliest example of lost wax casting in the world.[55][56]
",5
4826,"In Ban Chiang, Thailand, (Southeast Asia) bronze artifacts have been discovered dating to 2100 BC.[57] However, according to the radiocarbon dating on the human and pig bones in Ban Chiang, some scholars propose that the initial Bronze Age in Ban Chiang was in late 2nd millennium.[58] In Nyaunggan, Burma, bronze tools have been excavated along with ceramics and stone artifacts. Dating is still currently broad (3500–500 BC).[59] Ban Non Wat, excavated by Charles Higham, was a rich site with over 640 graves excavated that gleaned many complex bronze items that may have had social value connected to them.[60]
",5
4827,"Ban Chiang, however, is the most thoroughly documented site while having the clearest evidence of metallurgy when it comes to Southeast Asia. With a rough date range of late 3rd millennium BC to the first millennium AD, this site alone has various artifacts such as burial pottery (dating from 2100–1700 BC), fragments of Bronze, copper-base bangles, and much more. What's interesting about this site, however, isn't just the old age of the artifacts but the fact that this technology suggested on-site casting from the very beginning. The on-site casting supports the theory that Bronze was first introduced in Southeast Asia as fully developed which therefore shows that Bronze was innovated from a different country.[61] Some scholars believe that the copper-based metallurgy was disseminated from northwest and central China via south and southwest areas such as Guangdong province and Yunnan province and finally into southeast Asia around 1000 BC.[58] Archaeology also suggests that Bronze Age metallurgy may not have been as significant a catalyst in social stratification and warfare in Southeast Asia as in other regions, social distribution shifting away from chiefdom-states to a heterarchical network.[62] Data analyses of sites such as Ban Lum Khao, Ban Na Di, Non-Nok Tha, Khok Phanom Di, and Nong Nor have consistently led researchers to conclude that there was no entrenched hierarchy.[63]
",5
4828,"Dating back to the Neolithic Age, the first bronze drum, called the Dong Son drum, were uncovered in and around the Red River Delta regions of Northern Vietnam and Southern China. These relate to the prehistoric Dong Son Culture of Vietnam.[64]
",5
4829,"Archaeological research in Northern Vietnam indicates an increase in rates of infectious disease following the advent of metallurgy; skeletal fragments in sites dating to the early and mid-Bronze Age evidence a greater proportion of lesions than in sites of earlier periods.[65] There are a few possible implications of this. One is the increased contact with bacterial and/or fungal pathogens due to increased population density and land clearing/cultivation. The other one is decreased levels of immunocompetence in the Metal age due to changes in the diet caused by agriculture. The last is that there may have been an emergence of infectious disease in the Da But the period that evolved into a more virulent form in the metal period.[65]
",5
4830,"A few examples of named Bronze Age cultures in Europe in roughly relative order.
",5
4831,"


",5
4832,"A study in the journal Antiquity published in 2013 reported the discovery of a tin bronze foil from the Pločnik archaeological site securely dated to c. 4650 BC as well as 14 other artifacts from Serbia and Bulgaria dated to before 4000 BC has shown that early tin bronze was more common than previously thought, and developed independently in Europe 1500 years before the first tin bronze alloys in the Near East. The production of complex tin bronzes lasted for c. 500 years in the Balkans. The authors reported that evidence for the production of such complex bronzes disappears at the end of the 5th millennium coinciding with the ""collapse of large cultural complexes in north-eastern Bulgaria and Thrace in the late fifth millennium BC"". Tin bronzes using cassiterite tin would be reintroduced to the area again some 1500 years later.[3]
",5
4833,"The Aegean Bronze Age began around 3200 BC, when civilizations first established a far-ranging trade network. This network imported tin and charcoal to Cyprus, where copper was mined and alloyed with the tin to produce bronze. Bronze objects were then exported far and wide and supported the trade. Isotopic analysis of tin in some Mediterranean bronze artifacts suggests that they may have originated from Great Britain.[66]
",5
4834,"Knowledge of navigation was well developed at this time and reached a peak of skill not exceeded (except perhaps by Polynesian sailors) until 1730 when the invention of the chronometer enabled the precise determination of longitude.
",5
4835,"The Minoan civilization based in Knossos on the island of Crete appears to have coordinated and defended its Bronze Age trade. Illyrians are also believed to have roots in the early Bronze Age. Ancient empires valued luxury goods in contrast to staple foods, leading to famine.[67]
",5
4836,"Bronze Age collapse theories have described aspects of the end of the Bronze Age in this region. At the end of the Bronze Age in the Aegean region, the Mycenaean administration of the regional trade empire followed the decline of Minoan primacy.[68] Several Minoan client states lost much of their population to famine and/or pestilence. This would indicate that the trade network may have failed, preventing the trade that would previously have relieved such famines and prevented illness caused by malnutrition. It is also known that in this era the breadbasket of the Minoan empire, the area north of the Black Sea, also suddenly lost much of its population, and thus probably some capacity to cultivate crops.[citation needed] Drought and famine in Anatolia may have also led to the Aegean collapse by disrupting trade networks, and therefore preventing the Aegean from accessing bronze and luxury goods.[69]
",5
4837,"The Aegean collapse has been attributed to the exhaustion of the Cypriot forests causing the end of the bronze trade.[70][71][72] These forests are known to have existed into later times, and experiments have shown that charcoal production on the scale necessary for the bronze production of the late Bronze Age would have exhausted them in less than fifty years.
",5
4838,"The Aegean collapse has also been attributed to the fact that as iron tools became more common, the main justification for the tin trade ended, and that trade network ceased to function as it did formerly.[73] The colonies of the Minoan empire then suffered drought, famine, war, or some combination of those three, and had no access to the distant resources of an empire by which they could easily recover.
",5
